serialid,tnscntry,isocntry,corruption,patronage,public_tender,widespread,abuse,bidding,procurement_national,procurement_local,transparency,connections,favouritism,petty_corruption,bribing,reported,court,fined,sector,employees,age,turnover
1271,6,FI,3,2,9,3,3,3,3,3,1,4,3,1,2,1,1,1,6,1,4,1
1272,6,FI,4,4,9,1,2,2,1,2,4,2,1,2,4,4,3,4,4,1,3,3
1274,6,FI,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,1,2,4,3
1275,6,FI,4,2,2,3,3,2,3,3,3,2,3,3,2,3,2,3,1,1,2,1
1278,6,FI,3,4,9,3,3,3,3,3,3,4,3,1,2,2,2,2,6,1,4,3
1279,6,FI,4,4,9,2,2,2,3,2,2,3,2,2,2,2,1,2,2,1,4,2
1281,6,FI,4,4,9,3,3,3,3,4,2,4,3,2,2,2,2,2,6,1,3,3
1282,6,FI,4,4,9,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,4,3
1283,6,FI,4,4,2,4,4,4,4,4,2,3,3,2,2,2,2,3,1,2,4,3
1285,6,FI,4,4,9,3,3,3,4,3,3,3,3,2,2,2,2,3,1,1,2,3
1286,6,FI,4,4,9,3,4,4,4,3,3,4,4,3,4,3,2,4,5,1,4,3
1287,6,FI,4,3,2,4,3,2,4,4,2,4,4,1,1,1,1,1,4,4,2,1
1289,6,FI,3,3,9,2,3,3,3,2,2,3,2,2,2,2,3,3,3,1,2,3
1291,6,FI,4,4,9,3,3,3,4,3,3,4,4,2,2,2,2,3,6,1,4,1
1292,6,FI,3,4,1,2,2,4,2,3,3,4,2,2,3,4,3,4,4,1,3,1
1293,6,FI,3,4,9,3,4,2,4,3,3,3,3,2,2,3,3,3,4,1,4,3
1294,6,FI,3,4,2,3,3,3,3,3,2,3,3,1,2,2,2,2,4,3,4,1
1295,6,FI,4,4,9,3,3,3,4,4,2,3,3,2,2,3,3,3,3,1,3,1
1296,6,FI,4,4,9,3,3,3,3,4,2,3,3,2,2,2,1,2,1,3,3,1
1298,6,FI,3,3,9,3,3,3,3,3,2,4,3,2,2,2,2,3,4,1,2,1
1299,6,FI,4,4,9,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,4,1
1300,6,FI,3,3,9,3,3,3,3,3,4,4,3,2,4,3,2,4,3,1,3,3
1301,6,FI,3,4,1,3,2,3,2,2,3,2,1,2,4,3,2,3,2,1,4,3
1302,6,FI,4,4,9,3,3,3,3,3,4,3,1,2,1,2,2,3,5,2,3,1
1304,6,FI,4,4,2,3,3,3,3,3,2,4,3,2,2,2,2,3,3,2,4,1
1305,6,FI,4,3,9,3,3,3,3,2,3,3,2,2,3,2,2,4,4,1,2,1
1306,6,FI,4,4,9,4,4,3,4,4,3,3,4,4,4,3,3,3,6,1,2,1
1307,6,FI,4,4,9,2,3,2,3,3,2,2,2,3,4,3,3,4,2,1,3,1
1309,6,FI,4,4,2,2,4,4,4,3,3,3,3,2,1,1,1,1,2,1,4,1
1310,6,FI,3,3,1,3,3,3,3,2,2,3,2,2,2,3,2,2,4,3,4,1
1311,6,FI,1,1,2,4,4,3,3,3,3,4,1,2,3,2,2,4,3,1,3,3
1312,6,FI,3,4,1,2,3,3,2,2,2,3,2,3,4,2,3,3,3,1,4,1
1314,6,FI,4,4,9,3,3,3,4,3,2,2,3,2,2,2,2,2,3,3,4,1
1315,6,FI,3,4,1,2,3,3,2,2,2,3,1,4,2,4,4,4,3,1,2,1
1317,6,FI,3,3,9,3,2,2,3,2,4,4,2,3,2,2,2,2,6,1,4,1
1318,6,FI,4,3,9,3,3,3,3,3,3,3,3,2,2,2,2,3,5,1,3,3
1320,6,FI,4,4,9,3,3,2,3,3,3,3,3,2,2,2,2,3,4,1,3,1
1321,6,FI,4,4,9,4,3,3,3,3,4,4,3,2,2,1,1,1,2,1,4,3
1322,6,FI,3,4,9,3,3,2,3,2,3,3,3,3,3,3,3,3,4,1,2,3
1323,6,FI,4,4,9,3,3,3,3,3,3,4,4,1,2,4,2,2,6,1,4,1
1324,6,FI,4,3,9,3,3,2,3,2,3,4,3,3,3,3,3,4,5,1,4,3
1325,6,FI,3,4,9,3,2,3,4,4,2,3,3,2,2,2,2,2,3,2,4,1
1326,6,FI,4,4,9,3,3,3,3,3,3,3,2,3,3,2,2,3,3,1,2,1
1327,6,FI,4,3,9,3,3,2,4,3,2,4,3,2,1,2,2,2,5,1,2,1
1328,6,FI,2,2,2,1,3,2,2,2,4,4,2,4,4,2,3,3,3,1,3,3
1329,6,FI,4,4,9,4,3,3,4,4,2,4,4,2,2,1,1,2,1,1,4,1
1330,6,FI,4,3,2,4,4,4,4,4,3,4,3,1,2,2,2,2,3,2,4,2
1332,6,FI,4,4,9,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,4,3
1333,6,FI,3,3,9,3,3,3,3,3,4,3,3,2,1,2,2,3,5,1,3,3
1334,6,FI,4,4,9,4,3,3,4,4,2,3,2,2,3,3,3,3,5,1,2,3
1335,6,FI,3,3,2,3,3,3,3,3,2,4,3,3,4,2,2,3,1,1,2,1
1336,6,FI,4,2,9,2,3,3,4,3,3,3,2,3,2,2,1,3,5,1,3,1
1337,6,FI,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,4,3
1338,6,FI,4,4,9,4,4,3,4,3,2,4,4,2,2,2,2,2,6,2,4,3
1339,6,FI,4,4,2,2,2,4,2,2,2,3,2,2,4,2,2,3,2,1,4,2
1340,6,FI,4,3,9,3,3,3,3,3,3,4,2,3,4,2,3,2,6,1,4,3
1341,6,FI,4,4,9,2,1,2,1,1,4,3,1,3,3,2,2,3,4,1,4,3
1342,6,FI,4,3,2,4,3,2,4,3,2,3,3,2,2,2,2,3,3,3,4,3
1344,6,FI,4,3,2,3,3,3,4,3,3,3,3,2,2,1,1,2,5,1,4,3
1346,6,FI,4,4,9,3,3,3,3,3,3,2,2,3,2,3,3,3,1,1,4,3
1348,6,FI,3,3,1,2,2,2,3,2,3,3,2,3,3,3,3,4,3,1,3,1
1349,6,FI,3,4,2,2,2,3,2,2,3,3,2,2,3,3,3,3,5,1,2,1
1350,6,FI,4,4,9,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,4,2
1351,6,FI,3,3,2,3,3,2,3,3,3,3,2,2,2,2,2,3,4,1,4,3
1353,6,FI,4,3,9,3,3,4,3,4,2,3,3,2,2,2,2,3,4,1,2,1
1354,6,FI,3,3,1,2,2,2,3,2,3,2,2,3,3,3,3,3,6,4,4,3
1358,6,FI,4,3,9,3,3,2,3,3,4,3,1,2,3,3,3,4,5,1,3,2
1360,6,FI,4,4,9,3,3,3,4,4,2,4,2,3,3,2,2,2,3,1,2,3
1361,6,FI,2,3,9,2,2,2,3,2,3,2,2,3,2,3,4,3,5,1,3,1
1364,6,FI,4,3,2,4,3,3,3,4,2,4,3,2,1,2,3,2,6,2,2,1
1365,6,FI,3,4,9,3,3,2,4,3,3,4,2,4,1,4,4,2,3,1,2,1
1366,6,FI,4,4,9,4,3,3,3,3,3,3,2,1,2,2,1,2,2,1,4,1
1367,6,FI,3,4,2,3,3,2,3,3,2,4,3,3,2,3,3,3,4,3,4,1
1369,6,FI,4,4,2,2,2,3,3,2,2,3,2,3,2,2,2,3,2,1,4,1
1370,6,FI,4,4,9,3,3,3,3,3,3,3,3,2,3,2,2,2,3,1,2,3
1372,6,FI,4,4,2,1,2,3,1,3,3,4,2,1,3,1,2,2,3,1,2,1
1373,6,FI,4,4,9,2,2,4,2,3,4,3,2,3,4,3,3,4,4,2,3,1
1374,6,FI,4,4,2,3,3,3,4,3,3,3,3,2,2,2,1,2,2,1,4,1
1375,6,FI,3,3,2,3,2,2,2,2,3,4,1,4,4,3,3,4,5,1,4,1
1377,6,FI,3,3,1,2,2,3,2,2,4,1,2,3,2,4,3,4,4,1,4,2
1379,6,FI,3,3,9,3,3,3,3,3,2,2,2,2,2,2,2,3,1,1,3,1
1380,6,FI,4,3,9,3,3,3,3,3,2,4,4,1,1,2,2,3,5,1,4,3
1382,6,FI,3,4,9,3,3,3,3,3,3,4,3,3,3,2,2,3,2,1,4,2
1383,6,FI,4,3,9,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3,4,1
1384,6,FI,4,2,1,3,2,3,2,2,2,2,2,2,2,3,3,3,6,1,3,2
1385,6,FI,4,4,2,2,3,3,3,3,3,3,2,3,3,2,2,3,2,1,3,3
1387,6,FI,3,2,2,3,3,2,1,2,2,2,2,4,4,2,3,3,4,1,3,1
1388,6,FI,4,2,2,2,3,1,3,2,3,2,2,3,2,3,3,3,5,1,3,1
1391,6,FI,4,3,1,3,3,4,2,2,2,2,1,3,2,3,3,4,4,1,2,3
1394,6,FI,3,3,9,3,2,3,3,3,3,3,3,4,3,3,3,2,3,1,4,1
1396,6,FI,4,4,9,3,4,2,3,4,3,4,4,3,3,2,3,3,4,1,2,2
1397,6,FI,1,1,9,2,2,1,2,2,3,3,2,3,3,3,3,3,3,1,4,3
1399,6,FI,4,4,9,3,3,3,4,4,2,3,2,3,3,2,3,3,3,1,3,1
1401,6,FI,4,4,9,4,3,2,3,3,3,3,3,2,2,2,2,2,4,1,3,3
1403,6,FI,4,3,1,3,4,2,4,4,3,3,3,2,3,3,2,2,2,4,4,2
1404,6,FI,4,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,4,1
1405,6,FI,4,4,9,3,3,3,4,4,3,3,4,2,2,2,2,3,6,1,3,1
1406,6,FI,3,4,9,2,2,2,2,3,3,3,2,3,4,2,3,3,1,1,3,3
1407,6,FI,4,4,9,3,3,3,3,4,3,3,3,2,2,2,2,3,4,1,4,2
1408,6,FI,4,4,9,4,4,3,4,3,2,4,4,1,1,2,1,2,2,2,4,3
1409,6,FI,4,4,9,2,3,3,3,3,3,3,3,3,2,2,1,1,3,1,4,3
1412,6,FI,4,3,9,2,3,3,2,2,4,2,2,2,3,3,2,2,6,1,2,3
1413,6,FI,4,4,9,4,3,2,4,3,4,3,4,2,2,1,1,2,5,2,3,3
1414,6,FI,2,4,2,3,4,2,2,3,2,3,3,1,2,3,2,3,3,3,4,1
1416,6,FI,4,4,9,3,3,3,4,2,3,4,2,2,2,2,2,3,3,3,4,1
1418,6,FI,4,4,2,2,3,3,2,2,3,3,2,2,3,3,3,3,2,1,4,2
1419,6,FI,4,4,9,3,3,3,2,2,3,2,2,2,3,3,3,4,2,1,3,3
1420,6,FI,3,2,9,2,3,2,3,3,4,3,3,2,2,2,3,3,3,1,2,1
1423,6,FI,4,4,9,2,3,2,2,3,3,3,3,3,3,2,2,2,2,1,3,3
1424,6,FI,4,4,9,3,2,2,4,4,4,4,4,2,3,3,3,3,2,1,4,1
1425,6,FI,4,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,4,3
1426,6,FI,4,4,9,3,3,2,3,3,2,3,3,3,2,2,2,2,4,1,4,3
1427,6,FI,3,3,2,2,2,3,2,2,4,4,2,2,3,2,2,2,2,1,4,1
1428,6,FI,4,4,9,4,3,3,3,3,2,4,4,2,2,2,2,3,6,1,4,1
1429,6,FI,3,3,9,3,3,3,3,4,3,3,2,3,3,3,3,4,6,1,2,3
1430,6,FI,3,4,2,3,3,2,4,3,2,4,3,2,2,2,2,3,2,4,4,1
1431,6,FI,4,4,9,3,3,3,3,2,2,3,3,2,1,2,2,2,6,1,3,3
1432,6,FI,4,4,9,4,4,4,4,3,2,3,3,2,3,2,2,2,6,1,4,3
1433,6,FI,4,4,9,4,4,2,4,4,1,4,3,1,1,1,1,2,6,1,4,3
1436,6,FI,2,2,9,2,3,2,2,2,3,3,2,2,3,2,2,2,4,1,3,3
1437,6,FI,4,4,2,3,2,3,3,2,4,3,2,4,2,2,2,4,2,1,4,1
1438,6,FI,4,4,2,3,3,3,3,3,2,3,4,3,3,2,2,2,2,3,4,1
1440,6,FI,4,4,2,4,3,3,4,4,3,4,3,2,2,1,1,3,1,2,4,1
1442,6,FI,3,3,9,4,3,3,2,3,2,3,3,2,2,2,2,2,4,1,2,3
1443,6,FI,4,4,1,2,2,3,4,2,3,2,2,4,2,3,4,4,4,1,2,3
1444,6,FI,1,1,2,4,4,3,4,4,3,4,4,3,2,1,1,2,3,4,4,1
1446,6,FI,4,4,9,4,2,3,3,2,2,4,3,2,2,2,1,1,6,1,4,2
1448,6,FI,4,4,2,3,4,4,4,4,3,4,2,2,2,2,1,2,4,1,4,1
1449,6,FI,2,1,2,2,2,2,2,2,3,1,1,1,3,1,2,3,4,1,4,2
1450,6,FI,4,3,2,3,3,2,3,3,2,3,2,3,2,2,2,2,2,3,4,3
1452,6,FI,4,4,9,2,2,2,2,2,3,2,2,2,3,2,3,4,1,1,3,2
